terrestrial_date,id,sol,ls,month,min_temp,pressure
2014-06-16,604,661,146,5,-76.0,735.0
2014-06-17,605,662,146,5,-77.0,735.0
2014-06-18,609,663,147,5,-77.0,734.0
2014-06-19,607,664,147,5,-78.0,732.0
2014-06-20,610,665,148,5,-78.0,735.0
2014-06-21,608,666,148,5,-77.0,736.0
2014-06-22,606,667,149,5,-76.0,736.0
2014-06-23,611,668,150,6,-75.0,734.0
2014-06-24,613,669,150,6,-84.0,735.0
2014-06-25,612,670,151,6,-79.0,737.0
2014-06-26,614,671,151,6,-79.0,740.0
2014-06-27,615,672,152,6,-78.0,739.0
2014-06-28,616,673,152,6,-78.0,738.0
2014-06-29,617,674,153,6,-80.0,739.0
2014-06-30,618,675,153,6,-80.0,740.0
2014-07-01,619,676,154,6,-80.0,738.0
2014-07-02,622,677,154,6,-78.0,737.0
2014-07-03,621,678,155,6,-77.0,739.0
2014-07-04,624,679,155,6,-77.0,738.0
2014-07-05,620,680,156,6,-76.0,740.0
2014-07-06,623,681,156,6,-79.0,738.0
2014-07-07,625,682,157,6,-77.0,739.0
2014-07-08,626,683,158,6,-79.0,741.0
2014-07-09,627,684,158,6,-75.0,741.0
2014-07-10,628,685,159,6,-77.0,740.0
2014-07-11,629,686,159,6,-76.0,738.0
2014-07-12,630,687,160,6,-77.0,739.0
2014-07-14,631,688,160,6,-77.0,741.0
2014-07-15,632,689,161,6,-76.0,742.0
2014-07-16,633,690,161,6,-77.0,741.0
2014-07-17,634,691,162,6,-76.0,741.0
2014-07-18,637,692,162,6,-76.0,742.0
2014-07-19,636,693,163,6,-76.0,741.0
2014-07-20,635,694,164,6,-75.0,740.0
2014-07-21,638,695,164,6,-76.0,741.0
2014-07-22,639,696,165,6,-75.0,743.0
2014-07-23,640,697,165,6,-74.0,743.0
2014-07-24,641,698,166,6,-77.0,743.0
2014-07-25,642,699,166,6,-76.0,744.0
2014-07-26,643,700,167,6,-75.0,745.0
2014-07-27,644,701,167,6,-77.0,745.0
2014-07-28,645,702,168,6,-76.0,745.0
2014-07-29,646,703,169,6,-75.0,747.0
2014-07-30,647,704,169,6,-75.0,747.0
2014-07-31,648,705,170,6,-76.0,746.0
2014-08-01,650,706,170,6,-76.0,748.0
2014-08-02,651,707,171,6,-76.0,749.0
2014-08-03,649,708,171,6,-76.0,749.0
2014-08-04,652,709,172,6,-73.0,750.0
2014-08-05,653,710,172,6,-77.0,751.0
2014-08-06,654,711,173,6,-75.0,751.0
2014-08-07,658,712,174,6,-77.0,752.0
2014-08-08,656,713,174,6,-76.0,754.0
2014-08-09,655,714,175,6,-76.0,754.0
2014-08-10,657,715,175,6,-73.0,755.0
2014-08-11,659,716,176,6,-75.0,755.0
2014-08-12,661,717,176,6,-76.0,756.0
2014-08-13,660,718,177,6,-77.0,757.0
2014-08-14,662,719,178,6,-77.0,758.0
2014-08-15,663,720,178,6,-74.0,760.0
2014-08-16,664,721,179,6,-73.0,761.0
2014-08-17,665,722,179,6,-74.0,760.0
2014-08-18,666,723,180,7,-73.0,761.0
2014-08-19,667,724,181,7,-74.0,763.0
2014-08-21,669,725,181,7,-73.0,764.0
2014-08-22,668,726,182,7,-75.0,766.0
2014-08-23,671,727,182,7,-76.0,766.0
2014-08-24,670,728,183,7,-74.0,766.0
2014-08-25,672,729,183,7,-75.0,768.0
2014-08-26,676,730,184,7,-76.0,770.0
2014-08-27,673,731,185,7,-75.0,771.0
2014-08-28,677,732,185,7,-75.0,773.0
2014-08-29,674,733,186,7,-74.0,773.0
2014-08-30,675,734,186,7,-73.0,776.0
2014-08-31,678,735,187,7,-73.0,776.0
2014-09-01,679,736,188,7,-76.0,776.0
2014-09-02,680,737,188,7,-74.0,777.0
2014-09-03,681,738,189,7,-75.0,778.0
2014-09-04,682,739,189,7,-77.0,779.0
2014-09-05,685,740,190,7,-76.0,782.0
2014-09-06,683,741,191,7,-70.0,784.0
2014-09-07,684,742,191,7,-72.0,784.0
2014-09-08,686,743,192,7,-72.0,786.0
2014-09-09,687,744,192,7,-75.0,786.0
2014-09-10,689,745,193,7,-74.0,787.0
2014-09-11,688,746,194,7,-76.0,788.0
2014-09-12,691,747,194,7,-73.0,789.0
2014-09-13,690,748,195,7,-71.0,791.0
2014-09-14,692,749,195,7,-73.0,794.0
2014-09-15,693,750,196,7,-72.0,796.0
2014-09-16,695,751,197,7,-72.0,797.0
2014-09-17,694,752,197,7,-71.0,798.0
2014-09-18,698,753,198,7,-73.0,800.0
2014-09-19,696,754,198,7,-73.0,802.0
2014-09-20,697,755,199,7,-74.0,806.0
2014-09-21,699,756,200,7,-73.0,806.0
2014-09-22,700,757,200,7,-73.0,807.0
2014-09-23,701,758,201,7,-71.0,810.0
2014-09-24,702,759,201,7,-77.0,809.0
2014-09-25,704,760,202,7,-70.0,810.0
2014-09-27,705,761,203,7,-72.0,814.0
2014-09-28,703,762,203,7,-75.0,814.0
2014-09-29,706,763,204,7,-78.0,817.0
2014-09-30,707,764,205,7,-73.0,821.0
2014-10-01,708,765,205,7,-73.0,820.0
2014-10-02,709,766,206,7,-70.0,824.0
2014-10-03,710,767,206,7,-71.0,824.0
2014-10-04,712,768,207,7,-73.0,826.0
2014-10-05,711,769,208,7,-73.0,829.0
2014-10-06,713,770,208,7,-70.0,829.0
2014-10-07,714,771,209,7,-71.0,836.0
2014-10-08,715,772,210,8,-71.0,835.0
2014-10-09,716,773,210,8,-70.0,838.0
2014-10-10,719,774,211,8,-73.0,838.0
2014-10-11,717,775,211,8,-71.0,838.0
2014-10-12,718,776,212,8,-72.0,841.0
2014-10-13,720,777,213,8,-72.0,841.0
2014-10-14,721,778,213,8,-70.0,846.0
2014-10-15,722,779,214,8,-71.0,845.0
2014-10-16,723,780,215,8,-72.0,852.0
2014-10-17,725,781,215,8,-74.0,849.0
2014-10-18,724,782,216,8,-71.0,854.0
2014-10-19,727,783,216,8,-69.0,853.0
2014-10-20,726,784,217,8,-69.0,857.0
2014-10-21,728,785,218,8,-74.0,858.0
2014-10-22,729,786,218,8,-74.0,861.0
2014-10-23,732,787,219,8,-73.0,860.0
2014-10-24,731,788,220,8,-68.0,862.0
2014-10-25,730,789,220,8,-68.0,862.0
2014-10-26,733,790,221,8,-68.0,864.0
2014-10-27,734,791,222,8,-70.0,867.0
2014-10-28,735,792,222,8,-71.0,873.0
2014-10-29,736,793,223,8,-71.0,877.0
2014-10-30,739,794,223,8,-68.0,874.0
2014-10-31,738,795,224,8,-68.0,875.0
2014-11-01,737,796,225,8,-65.0,877.0
2014-11-03,740,797,225,8,-65.0,879.0
2014-11-04,741,798,226,8,-67.0,883.0
2014-11-05,743,799,227,8,-70.0,884.0
2014-11-06,742,800,227,8,-67.0,884.0
2014-11-07,746,801,228,8,-70.0,884.0
2014-11-08,745,802,229,8,-69.0,887.0
2014-11-09,744,803,229,8,-69.0,888.0
2014-11-10,747,804,230,8,-73.0,891.0
2014-11-11,748,805,231,8,-70.0,893.0
2014-11-12,750,806,231,8,-69.0,893.0
2014-11-13,749,807,232,8,-71.0,892.0
2014-11-14,752,808,232,8,-67.0,893.0
2014-11-15,753,809,233,8,-70.0,895.0
2014-11-16,751,810,234,8,-69.0,897.0
2014-11-17,754,811,234,8,-71.0,900.0
2014-11-18,755,812,235,8,-75.0,902.0
2014-11-19,756,813,236,8,-67.0,904.0
2014-11-20,757,814,236,8,-68.0,902.0
2014-11-21,759,815,237,8,-69.0,905.0
2014-11-22,758,816,238,8,-74.0,909.0
2014-11-23,761,817,238,8,-69.0,913.0
2014-11-24,760,818,239,8,-68.0,914.0
2014-11-25,763,819,240,9,-71.0,913.0
2014-11-26,765,820,240,9,-68.0,910.0
2014-11-27,762,821,241,9,-68.0,910.0
2014-11-28,764,822,242,9,-71.0,911.0
2014-11-29,766,823,242,9,-69.0,912.0
2014-11-30,768,824,243,9,-67.0,914.0
2014-12-01,767,825,243,9,-67.0,914.0
2014-12-02,770,826,244,9,-68.0,914.0
2014-12-03,769,827,245,9,-68.0,911.0
2014-12-04,771,828,245,9,-71.0,914.0
2014-12-05,773,829,246,9,-71.0,914.0
2014-12-06,772,830,247,9,-68.0,918.0
2014-12-07,774,831,247,9,-68.0,920.0
2014-12-08,775,832,248,9,-68.0,924.0
2014-12-09,776,833,249,9,-69.0,923.0
2014-12-11,777,834,249,9,-68.0,918.0
2014-12-12,780,835,250,9,-69.0,917.0
2014-12-13,778,836,251,9,-69.0,916.0
2014-12-14,779,837,251,9,-69.0,916.0
2014-12-15,782,838,252,9,-69.0,917.0
2014-12-16,781,839,253,9,-70.0,917.0
2014-12-17,783,840,253,9,-74.0,913.0
2014-12-18,784,841,254,9,-75.0,914.0
2014-12-19,790,842,255,9,-69.0,914.0
2014-12-20,793,843,255,9,-69.0,916.0
2014-12-21,788,844,256,9,-68.0,917.0
2014-12-22,786,845,257,9,-73.0,920.0
2014-12-23,785,846,257,9,-74.0,925.0
2014-12-24,791,847,258,9,-69.0,918.0
2014-12-25,792,848,258,9,-69.0,918.0
2014-12-26,787,849,259,9,-69.0,918.0
2014-12-27,789,850,260,9,-68.0,918.0
2014-12-28,794,851,260,9,-68.0,919.0
2014-12-29,797,852,261,9,-73.0,916.0
2014-12-30,796,853,262,9,-67.0,913.0
2014-12-31,798,854,262,9,-66.0,910.0
2015-01-01,799,855,263,9,-69.0,912.0
2015-01-02,795,856,264,9,-68.0,912.0
2015-01-03,801,857,264,9,-76.0,911.0
2015-01-04,800,858,265,9,-73.0,913.0
2015-01-05,802,859,266,9,-72.0,915.0
2015-01-06,803,860,266,9,-69.0,916.0
2015-01-07,804,861,267,9,-70.0,917.0
2015-01-08,807,862,268,9,-70.0,917.0
2015-01-09,805,863,268,9,-72.0,916.0
2015-01-10,806,864,269,9,-70.0,914.0
2015-01-11,808,865,270,10,-70.0,913.0
2015-01-12,809,866,270,10,-71.0,911.0
2015-01-13,810,867,271,10,-71.0,910.0
2015-01-14,811,868,271,10,-71.0,908.0
2015-01-15,812,869,272,10,-72.0,906.0
2015-01-17,813,870,273,10,-74.0,909.0
2015-01-18,814,871,273,10,-70.0,903.0
2015-01-19,815,872,274,10,-72.0,902.0
2015-01-28,817,881,280,10,-73.0,899.0
2015-01-29,818,882,280,10,-76.0,901.0
2015-01-30,820,883,281,10,-74.0,897.0
2015-01-31,821,884,282,10,-71.0,897.0
2015-02-01,819,885,282,10,-71.0,895.0
2015-02-02,823,886,283,10,-73.0,894.0
2015-02-03,822,887,284,10,-73.0,897.0
2015-02-04,824,888,284,10,-70.0,896.0
2015-02-05,825,889,285,10,-70.0,895.0
2015-02-06,826,890,286,10,-72.0,892.0
2015-02-07,827,891,286,10,-72.0,892.0
2015-02-08,828,892,287,10,-71.0,892.0
2015-02-09,829,893,287,10,-72.0,890.0
2015-02-10,830,894,288,10,-75.0,891.0
2015-02-11,831,895,289,10,-72.0,889.0
2015-02-12,833,896,289,10,-70.0,888.0
2015-02-13,832,897,290,10,-72.0,884.0
2015-02-14,834,898,291,10,-72.0,883.0
2015-02-15,835,899,291,10,-75.0,881.0
2015-02-16,836,900,292,10,-70.0,883.0
2015-02-17,837,901,292,10,-71.0,885.0
2015-02-18,838,902,293,10,-68.0,883.0
2015-02-19,839,903,294,10,-71.0,882.0
2015-02-20,841,904,294,10,-71.0,878.0
2015-02-21,840,905,295,10,-71.0,880.0
2015-02-22,843,906,296,10,-76.0,878.0
2015-02-24,842,907,296,10,-75.0,879.0
2015-02-25,844,908,297,10,-71.0,883.0
2015-02-26,845,909,297,10,-70.0,878.0
2015-02-27,847,910,298,10,-73.0,878.0
2015-02-28,846,911,299,10,-70.0,874.0
2015-03-01,849,912,299,10,-75.0,875.0
2015-03-02,848,913,300,11,-71.0,871.0
2015-03-03,850,914,300,11,-71.0,874.0
2015-03-04,851,915,301,11,-71.0,878.0
2015-03-05,852,916,302,11,-71.0,872.0
2015-03-06,854,917,302,11,-76.0,871.0
2015-03-07,853,918,303,11,-71.0,867.0
2015-03-08,855,919,304,11,-74.0,870.0
2015-03-09,856,920,304,11,-72.0,868.0
2015-03-10,857,921,305,11,-70.0,867.0
2015-03-11,858,922,305,11,-73.0,870.0
2015-03-12,859,923,306,11,-72.0,867.0
2015-03-13,861,924,307,11,-74.0,867.0
2015-03-14,860,925,307,11,-71.0,862.0
2015-03-15,862,926,308,11,-76.0,864.0
2015-03-16,863,927,308,11,-76.0,862.0
2015-03-17,864,928,309,11,-72.0,862.0
2015-03-18,865,929,310,11,-75.0,866.0
2015-03-19,868,930,310,11,-75.0,865.0
2015-03-20,867,931,311,11,-69.0,864.0
2015-03-21,866,932,311,11,-71.0,859.0
2015-03-22,869,933,312,11,-71.0,863.0
2015-03-23,870,934,313,11,-73.0,858.0
2015-03-24,872,935,313,11,-75.0,862.0
2015-03-25,871,936,314,11,-72.0,865.0
2015-03-26,874,937,314,11,-73.0,863.0
2015-03-29,876,940,316,11,-73.0,861.0
2015-03-30,875,941,317,11,-74.0,857.0
2015-03-31,880,942,317,11,-74.0,857.0
2015-04-02,877,943,318,11,-73.0,854.0
2015-04-03,878,944,318,11,-70.0,852.0
2015-04-04,881,945,319,11,-72.0,851.0
2015-04-05,879,946,320,11,-77.0,850.0
2015-04-06,882,947,320,11,-70.0,853.0
2015-04-07,883,948,321,11,-73.0,854.0
2015-04-08,884,949,321,11,-72.0,851.0
2015-04-09,885,950,322,11,-73.0,850.0
2015-04-10,888,951,323,11,-75.0,849.0
2015-04-11,886,952,323,11,-69.0,847.0
2015-04-12,887,953,324,11,-71.0,847.0
2015-04-13,889,954,324,11,-73.0,847.0
2015-04-17,892,958,327,11,-74.0,848.0
2015-04-18,891,959,327,11,-78.0,846.0
2015-04-19,893,960,328,11,-76.0,846.0
2015-04-20,895,961,328,11,-71.0,849.0
2015-04-21,894,962,329,11,-73.0,845.0
2015-04-22,896,963,329,11,-71.0,850.0
2015-04-23,897,964,330,12,-72.0,847.0
2015-04-24,898,965,331,12,-75.0,847.0
2015-04-25,900,966,331,12,-73.0,850.0
2015-04-26,899,967,332,12,-74.0,844.0
2015-04-27,901,968,332,12,-71.0,848.0
2015-04-28,902,969,333,12,-72.0,844.0
2015-04-29,903,970,333,12,-71.0,849.0
2015-04-30,906,971,334,12,-71.0,848.0
2015-05-01,904,972,334,12,-73.0,847.0
2015-05-02,905,973,335,12,-72.0,844.0
2015-05-03,907,974,336,12,-73.0,842.0
2015-05-04,908,975,336,12,-73.0,843.0
2015-05-05,909,976,337,12,-75.0,842.0
2015-05-06,910,977,337,12,-75.0,841.0
2015-05-07,913,978,338,12,-73.0,842.0
2015-05-09,912,979,338,12,-79.0,841.0
2015-05-10,911,980,339,12,-73.0,840.0
2015-05-11,914,981,339,12,-73.0,841.0
2015-05-12,917,982,340,12,-74.0,840.0
2015-05-13,916,983,340,12,-76.0,840.0
2015-05-14,915,984,341,12,-74.0,840.0
2015-05-15,918,985,342,12,-78.0,840.0
2015-05-16,919,986,342,12,-74.0,840.0
2015-05-17,920,987,343,12,-74.0,839.0
2015-05-18,922,988,343,12,-75.0,840.0
2015-05-19,921,989,344,12,-74.0,841.0
2015-05-20,923,990,344,12,-76.0,839.0
2015-05-21,926,991,345,12,-73.0,840.0
2015-05-22,924,992,345,12,-73.0,842.0
2015-05-23,927,993,346,12,-73.0,840.0
2015-05-24,925,994,346,12,-79.0,842.0
2015-05-25,929,995,347,12,-74.0,842.0
2015-05-26,928,996,348,12,-72.0,842.0
2015-05-27,930,997,348,12,-74.0,843.0
2015-05-28,931,998,349,12,-73.0,842.0
2015-05-30,932,1000,350,12,-74.0,841.0
2015-05-31,933,1001,350,12,-79.0,843.0
2015-06-01,936,1002,351,12,-77.0,844.0
2015-06-02,934,1003,351,12,-74.0,843.0
2015-06-03,935,1004,352,12,-74.0,842.0
2015-06-04,939,1005,352,12,-75.0,843.0
2015-06-05,941,1006,353,12,-78.0,844.0
2015-06-06,937,1007,353,12,-79.0,845.0
2015-06-07,940,1008,354,12,-79.0,844.0
2015-06-08,946,1009,354,12,-75.0,845.0
2015-06-09,947,1010,355,12,-74.0,846.0
2015-06-10,948,1011,355,12,-78.0,845.0
2015-06-11,949,1012,356,12,-81.0,846.0
2015-06-12,953,1013,356,12,-80.0,846.0
2015-06-13,950,1014,357,12,-77.0,846.0
2015-06-14,951,1015,357,12,-75.0,847.0
2015-06-16,952,1016,358,12,-76.0,847.0
2015-06-17,955,1017,359,12,-78.0,850.0
2015-06-18,956,1018,359,12,-79.0,850.0
2015-06-19,954,1019,0,1,-81.0,849.0
2015-06-20,938,1020,0,1,-63.0,832.0
2015-06-21,942,1021,1,1,-76.0,850.0
2015-06-22,944,1022,1,1,-75.0,852.0
2015-06-23,943,1023,2,1,-76.0,851.0
2015-06-24,945,1024,2,1,-76.0,851.0
2015-06-25,958,1025,3,1,-74.0,851.0
2015-06-26,957,1026,3,1,-78.0,851.0
2015-06-28,960,1028,4,1,-75.0,853.0
2015-06-29,959,1029,5,1,-75.0,856.0
2015-06-30,961,1030,5,1,-77.0,855.0
2015-07-01,963,1031,6,1,-76.0,854.0
2015-07-02,962,1032,6,1,-74.0,854.0
2015-07-03,965,1033,7,1,-77.0,856.0
2015-07-04,964,1034,7,1,-76.0,859.0
2015-07-05,966,1035,8,1,-77.0,857.0
2015-07-06,967,1036,8,1,-76.0,856.0
2015-07-07,968,1037,9,1,-80.0,856.0
2015-07-08,969,1038,9,1,-76.0,858.0
2015-07-09,970,1039,10,1,-77.0,857.0
2015-07-10,972,1040,10,1,-77.0,858.0
2015-07-11,971,1041,11,1,-77.0,859.0
2015-07-12,973,1042,11,1,-76.0,859.0
2015-07-13,974,1043,12,1,-77.0,860.0
2015-07-14,975,1044,12,1,-79.0,860.0
2015-07-15,978,1045,13,1,-80.0,861.0
2015-07-16,979,1046,13,1,-77.0,862.0
2015-07-17,977,1047,14,1,-77.0,863.0
2015-07-18,976,1048,14,1,-78.0,864.0
2015-07-19,980,1049,15,1,-75.0,864.0
2015-07-20,981,1050,15,1,-76.0,863.0
2015-07-21,983,1051,16,1,-76.0,864.0
2015-07-23,982,1052,16,1,-78.0,865.0
2015-07-24,984,1053,17,1,-79.0,865.0
2015-07-25,985,1054,17,1,-77.0,867.0
2015-07-26,987,1055,17,1,-77.0,868.0
2015-07-27,986,1056,18,1,-76.0,868.0
2015-07-28,988,1057,18,1,-78.0,867.0
2015-07-29,989,1058,19,1,-78.0,868.0
2015-07-30,990,1059,19,1,-78.0,870.0
2015-07-31,992,1060,20,1,-78.0,870.0
2015-08-01,993,1061,20,1,-77.0,871.0
2015-08-02,991,1062,21,1,-77.0,871.0
2015-08-03,994,1063,21,1,-79.0,871.0
2015-08-04,996,1064,22,1,-77.0,871.0
2015-08-05,995,1065,22,1,-78.0,873.0
2015-08-06,997,1066,23,1,-78.0,875.0
2015-08-07,998,1067,23,1,-79.0,875.0
2015-08-08,1000,1068,24,1,-76.0,874.0
2015-08-09,999,1069,24,1,-77.0,876.0
2015-08-10,1001,1070,25,1,-80.0,877.0
2015-08-11,1002,1071,25,1,-78.0,878.0
2015-08-12,1003,1072,26,1,-78.0,879.0
2015-08-13,1004,1073,26,1,-82.0,879.0
2015-08-14,1005,1074,27,1,-77.0,878.0
2015-08-15,1006,1075,27,1,-77.0,879.0
2015-08-16,1007,1076,28,1,-81.0,880.0
2015-08-17,1008,1077,28,1,-79.0,880.0
2015-08-18,1009,1078,29,1,-80.0,881.0
2015-08-19,1010,1079,29,1,-80.0,882.0
2015-08-20,1013,1080,29,1,-77.0,882.0
2015-08-21,1011,1081,30,2,-77.0,882.0
2015-08-22,1012,1082,30,2,-79.0,882.0
2015-08-23,1014,1083,31,2,-80.0,883.0
2015-08-24,1015,1084,31,2,-78.0,885.0
2015-08-25,1017,1085,32,2,-79.0,886.0
2015-08-26,1016,1086,32,2,-77.0,885.0
2015-08-27,1019,1087,33,2,-78.0,885.0
2015-08-29,1020,1088,33,2,-77.0,885.0
2015-08-30,1018,1089,34,2,-76.0,885.0
2015-08-31,1021,1090,34,2,-78.0,886.0
2015-09-01,1022,1091,35,2,-77.0,886.0
2015-09-02,1023,1092,35,2,-79.0,886.0
2015-09-03,1024,1093,36,2,-77.0,887.0
2015-09-04,1026,1094,36,2,-80.0,888.0
2015-09-05,1027,1095,36,2,-79.0,888.0
2015-09-06,1025,1096,37,2,-79.0,888.0
2015-09-07,1028,1097,37,2,-78.0,889.0
2015-09-08,1029,1098,38,2,-77.0,890.0
2015-09-09,1030,1099,38,2,-78.0,891.0
2015-09-10,1031,1100,39,2,-79.0,890.0
2015-09-11,1034,1101,39,2,-80.0,891.0
2015-09-12,1032,1102,40,2,-84.0,892.0
2015-09-13,1033,1103,40,2,-81.0,893.0
2015-09-14,1035,1104,41,2,-79.0,893.0
2015-09-15,1036,1105,41,2,-78.0,892.0
2015-09-16,1037,1106,42,2,-82.0,893.0
2015-09-17,1040,1107,42,2,-79.0,893.0
2015-09-18,1038,1108,42,2,-78.0,895.0
2015-09-19,1039,1109,43,2,-82.0,895.0
2015-09-20,1041,1110,43,2,-81.0,895.0
2015-09-21,1042,1111,44,2,-79.0,896.0
2015-09-22,1043,1112,44,2,-80.0,895.0
2015-09-23,1044,1113,45,2,-79.0,895.0
2015-09-24,1045,1114,45,2,-79.0,896.0
2015-09-25,1047,1115,46,2,-80.0,897.0
2015-09-26,1046,1116,46,2,-79.0,898.0
2015-09-27,1048,1117,47,2,-79.0,898.0
2015-09-28,1049,1118,47,2,-80.0,898.0
2015-09-29,1050,1119,48,2,-81.0,899.0
2015-09-30,1051,1120,48,2,-80.0,900.0
2015-10-01,1052,1121,48,2,-81.0,901.0
2015-10-02,1053,1122,49,2,-79.0,901.0
2015-10-03,1054,1123,49,2,-79.0,900.0
2015-10-04,1055,1124,50,2,-80.0,900.0
2015-10-06,1056,1125,50,2,-79.0,900.0
2015-10-07,1057,1126,51,2,-79.0,901.0
2015-10-08,1058,1127,51,2,-80.0,901.0
2015-10-09,1059,1128,52,2,-79.0,902.0
2015-10-10,1060,1129,52,2,-80.0,902.0
2015-10-11,1061,1130,53,2,-81.0,902.0
2015-10-12,1062,1131,53,2,-81.0,902.0
2015-10-13,1063,1132,53,2,-82.0,902.0
2015-10-14,1064,1133,54,2,-82.0,902.0
2015-10-15,1065,1134,54,2,-80.0,902.0
2015-10-16,1069,1135,55,2,-81.0,901.0
2015-10-17,1066,1136,55,2,-82.0,901.0
2015-10-18,1068,1137,56,2,-81.0,901.0
2015-10-19,1067,1138,56,2,-82.0,901.0
2015-10-20,1070,1139,57,2,-80.0,901.0
2015-10-21,1071,1140,57,2,-81.0,901.0
2015-10-22,1072,1141,57,2,-82.0,902.0
2015-10-23,1073,1142,58,2,-82.0,902.0
2015-10-24,1074,1143,58,2,-82.0,901.0
2015-10-25,1075,1144,59,2,-82.0,902.0
2015-10-26,1076,1145,59,2,-82.0,903.0
2015-10-27,1077,1146,60,3,-82.0,902.0
2015-10-28,1078,1147,60,3,-80.0,901.0
2015-10-29,1080,1148,61,3,-80.0,901.0
2015-10-30,1079,1149,61,3,-81.0,902.0
2015-10-31,1081,1150,62,3,-82.0,902.0
2015-11-01,1082,1151,62,3,-82.0,901.0
2015-11-02,1086,1152,62,3,-80.0,901.0
2015-11-03,1083,1153,63,3,-82.0,900.0
2015-11-04,1088,1154,63,3,-84.0,900.0
2015-11-05,1084,1155,64,3,-84.0,900.0
2015-11-06,1085,1156,64,3,-84.0,900.0
2015-11-07,1087,1157,65,3,-82.0,900.0
2015-11-08,1089,1158,65,3,-82.0,898.0
2015-11-09,1090,1159,66,3,-82.0,898.0
2015-11-10,1091,1160,66,3,-80.0,899.0
2015-11-12,1092,1161,66,3,-83.0,898.0
2015-11-13,1093,1162,67,3,-84.0,897.0
2015-11-14,1094,1163,67,3,-86.0,896.0
2015-11-15,1095,1164,68,3,-86.0,896.0
2015-11-16,1096,1165,68,3,-84.0,897.0
2015-11-17,1097,1166,69,3,-84.0,895.0
2015-11-18,1098,1167,69,3,-84.0,894.0
2015-11-19,1102,1168,70,3,-84.0,894.0
2015-11-20,1100,1169,70,3,-89.0,894.0
2015-11-21,1101,1170,71,3,-85.0,893.0
2015-11-22,1099,1171,71,3,-87.0,892.0
2015-11-23,1104,1172,71,3,-87.0,892.0
2015-11-24,1103,1173,72,3,-87.0,892.0
2015-11-25,1105,1174,72,3,-85.0,891.0
2015-11-26,1106,1175,73,3,-85.0,890.0
2015-11-27,1107,1176,73,3,-84.0,890.0
2015-11-28,1108,1177,74,3,-84.0,888.0
2015-11-29,1109,1178,74,3,-86.0,888.0
2015-11-30,1110,1179,75,3,-85.0,887.0
2015-12-01,1111,1180,75,3,-86.0,886.0
2015-12-02,1112,1181,75,3,-86.0,885.0
2015-12-03,1114,1182,76,3,-85.0,884.0
2015-12-04,1113,1183,76,3,-86.0,883.0
2015-12-05,1115,1184,77,3,-85.0,882.0
2015-12-06,1116,1185,77,3,-84.0,881.0
2015-12-07,1117,1186,78,3,-86.0,881.0
2015-12-08,1118,1187,78,3,-84.0,881.0
2015-12-09,1119,1188,79,3,-90.0,881.0
2015-12-10,1120,1189,79,3,-87.0,879.0
2015-12-11,1121,1190,79,3,-87.0,877.0
2015-12-12,1122,1191,80,3,-87.0,876.0
2015-12-13,1123,1192,80,3,-86.0,876.0
2015-12-14,1124,1193,81,3,-84.0,875.0
2015-12-15,1125,1194,81,3,-84.0,873.0
2015-12-16,1126,1195,82,3,-86.0,872.0
2015-12-17,1129,1196,82,3,-86.0,871.0
2015-12-18,1127,1197,83,3,-85.0,869.0
2015-12-20,1128,1198,83,3,-86.0,868.0
2015-12-21,1130,1199,84,3,-86.0,868.0
2015-12-22,1131,1200,84,3,-84.0,866.0
2015-12-23,1132,1201,84,3,-85.0,866.0
2015-12-24,1133,1202,85,3,-85.0,864.0
2015-12-25,1136,1203,85,3,-85.0,863.0
2015-12-26,1135,1204,86,3,-84.0,862.0
2015-12-27,1134,1205,86,3,-86.0,861.0
2015-12-28,1137,1206,87,3,-85.0,859.0
2015-12-29,1138,1207,87,3,-85.0,858.0
2015-12-30,1139,1208,88,3,-85.0,857.0
2015-12-31,1141,1209,88,3,-85.0,855.0
2016-01-01,1140,1210,88,3,-85.0,854.0
2016-01-02,1142,1211,89,3,-83.0,853.0
2016-01-03,1143,1212,89,3,-86.0,851.0
2016-01-04,1145,1213,90,4,-84.0,851.0
2016-01-05,1144,1214,90,4,-85.0,849.0
2016-01-06,1146,1215,91,4,-85.0,848.0
2016-01-07,1147,1216,91,4,-86.0,847.0
2016-01-08,1148,1217,92,4,-88.0,846.0
2016-01-09,1149,1218,92,4,-86.0,845.0
2016-01-10,1150,1219,93,4,-87.0,844.0
2016-01-11,1151,1220,93,4,-87.0,842.0
2016-01-12,1152,1221,93,4,-87.0,841.0
2016-01-13,1153,1222,94,4,-87.0,840.0
2016-01-14,1155,1223,94,4,-88.0,839.0
2016-01-15,1154,1224,95,4,-88.0,837.0
2016-01-16,1156,1225,95,4,-87.0,836.0
2016-01-17,1157,1226,96,4,-87.0,835.0
2016-01-18,1158,1227,96,4,-88.0,833.0
2016-01-19,1159,1228,97,4,-88.0,832.0
2016-01-20,1160,1229,97,4,-88.0,831.0
2016-01-21,1161,1230,98,4,-88.0,830.0
2016-01-22,1162,1231,98,4,-88.0,828.0
2016-01-23,1163,1232,99,4,-88.0,827.0
2016-01-24,1164,1233,99,4,-88.0,826.0
2016-01-26,1166,1234,99,4,-88.0,824.0
2016-01-27,1165,1235,100,4,-88.0,824.0
2016-01-28,1170,1236,100,4,-87.0,822.0
2016-01-29,1169,1237,101,4,-88.0,820.0
2016-01-30,1167,1238,101,4,-87.0,819.0
2016-01-31,1168,1239,102,4,-89.0,818.0
2016-02-01,1171,1240,102,4,-87.0,816.0
